,Name,Alcohol,Size,Price,Price_per_liter,Alcohol_per_euro_per_liter
0,Leijona Viina muovipullo,32.0,0.7,18.68,26.686,1.199
0,Santa Cecilia Merlot Carmenère 2024 hanapakkaus,12.5,3.0,31.29,10.43,1.198
0,Sisuviina muovipullo,37.5,0.7,21.98,31.4,1.194
0,Gato Negro Sauvignon Blanc 2024 kartonkitölkki,12.5,1.0,10.48,10.48,1.193
0,Frontera Tempranillo 2022 viinipussi,13.5,1.5,16.99,11.327,1.192
0,Gato Negro Sauvignon Blanc 2024 hanapakkaus,12.5,3.0,31.49,10.497,1.191
0,99 Rosas Organic White Wine 2024 kartonkitölkki,12.5,1.0,10.50,10.5,1.19
0,Don Opas 2023,12.5,0.75,7.88,10.507,1.19
0,Los Molinos Tempranillo,12.5,0.75,7.89,10.52,1.188
0,Chymos Väkevä Päärynä muovipullo,15.0,0.75,9.50,12.667,1.184
0,Marabello muovipullo,15.0,0.75,9.50,12.667,1.184
0,Passento kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Grapeful Chardonnay 2023 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Kiroileva Viini Syrah Rosé 2023 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Espiritu de Chile Viajero Rose 2023 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Cantina Segreti Reserva 2021 hanapakkaus,13.0,3.0,32.98,10.993,1.183
0,Hardys VR Chardonnay 2023 hanapakkaus,13.0,3.0,32.98,10.993,1.183
0,Winemalia White Bear Blend Sauvignon Blanc Chardonnay 2023 hanapakkaus,12.5,3.0,31.69,10.563,1.183
0,Juhla Glögi,20.0,0.75,12.69,16.92,1.182
0,Nobenaps Organic Blackcurrant Peppermint,38.0,0.5,16.08,32.16,1.182
0,Hiden Schilcher Klassik Rosé 2019,12.5,0.75,7.94,10.587,1.181
0,Viña Albali Verdejo Organic 2024 hanapakkaus,12.5,3.0,31.79,10.597,1.18
0,The Wanted Zin 2023 hanapakkaus,14.5,3.0,36.99,12.33,1.176
0,Fortuna muovipullo,13.5,1.0,11.49,11.49,1.175
0,Icono Selección Especial hanapakkaus,13.5,2.0,22.99,11.495,1.174
0,Camden Park Cabernet Sauvignon Shiraz 2022 hanapakkaus,13.5,3.0,34.49,11.497,1.174
0,Dark Rosé by Tuure Boelius 2022 hanapakkaus,12.0,2.25,22.99,10.218,1.174
0,Chymos Vadelma Kimara muovipullo,15.0,0.75,9.59,12.787,1.173
0,Oh la la Rosé 2022,12.5,0.75,7.99,10.653,1.173
0,Glenwood muovipullo,40.0,0.7,23.89,34.129,1.172
0,Escapada Branco 2023 hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Crazy Cat Chenin Blanc 2024 hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Bons Ventos Crisp & Fruity 2023 hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Massimo Grande Rosso Organic 2023 hanapakkaus,13.0,4.5,49.98,11.107,1.17
0,Montalto Syrah 2023 muovipullo,14.0,1.0,11.97,11.97,1.17
0,El Abuelo Organico Tempranillo 2023 kartonkitölkki,14.0,1.0,11.98,11.98,1.169
0,Murviedro Planet B Bobal Tempranillo Organic 2022,14.0,0.75,8.99,11.987,1.168
0,Silanus Joven Tempranillo 2023,14.0,0.75,8.99,11.987,1.168
0,Pop Up Season Chardonnay 2023 kartonkitölkki,12.0,1.0,10.28,10.28,1.167
0,Campo Viejo Winemakers' Blend 2020 hanapakkaus,13.5,3.0,34.70,11.567,1.167
0,A. Le Coq Gold 6-pack tölkki,4.7,1.98,7.98,4.03,1.166
0,A. Le Coq Gold tölkki,4.7,0.33,1.33,4.03,1.166
0,Pearly Bay Dry White hanapakkaus,12.0,3.0,30.90,10.3,1.165
0,Cerro Blanco kartonkitölkki,11.5,1.0,9.89,9.89,1.163
0,Sunrise Sauvignon Blanc Chardonnay 2023 hanapakkaus,12.0,3.0,30.99,10.33,1.162
0,Frontera Chardonnay 2024 hanapakkaus,12.0,3.0,30.99,10.33,1.162
0,Viña Maipo Cabernet Sauvignon 2024 hanapakkaus,12.0,3.0,30.99,10.33,1.162
0,Viña Maipo Rosé 2024 hanapakkaus,12.0,3.0,30.99,10.33,1.162
0,Viña Maipo Chardonnay 2024 hanapakkaus,12.0,3.0,30.99,10.33,1.162
0,Frontera Cabernet Sauvignon 2024 hanapakkaus,12.0,3.0,30.99,10.33,1.162
0,Viña Maipo Chardonnay 2024,13.0,0.75,8.39,11.187,1.162
0,Saunalahden Viina muovipullo,37.5,0.5,16.15,32.3,1.161
0,Mayu Reserva Syrah Appassimento hanapakkaus,14.5,3.0,37.49,12.497,1.16
0,Espiritu de Chile Fresh & Fruity Sauvignon Blanc kartonkitölkki,12.5,1.0,10.79,10.79,1.158
0,Mucho Mas Tinto hanapakkaus,13.5,3.0,34.99,11.663,1.158
0,Piedemonte Red Navarra 2022 hanapakkaus,13.5,3.0,34.99,11.663,1.158
0,Adobe Carmenere Cabernet Sauvignon 2023 hanapakkaus,13.5,3.0,34.98,11.66,1.158
0,Paras Viini Ikinä 2023 hanapakkaus,13.5,3.0,34.98,11.66,1.158
0,Vite Mia Biologico Bianco 2020 hanapakkaus,13.0,3.0,33.68,11.227,1.158
0,Tronnes Napoleon muovipullo,36.0,0.35,10.89,31.114,1.157
0,2u Duas Uvas Branco White 2023 hanapakkaus,12.5,3.0,32.48,10.827,1.155
0,LAB Rosé 2023 hanapakkaus,12.5,3.0,32.48,10.827,1.155
0,Setencostas Fresh & Fruity 2023 hanapakkaus,12.5,3.0,32.48,10.827,1.155
0,LAB Fresh & Fruity Branco White 2023 hanapakkaus,12.5,3.0,32.48,10.827,1.155
0,Tasavalta Viina muovipullo,28.0,0.7,16.98,24.257,1.154
0,Deep Roots Rivaner 2022 kartonkitölkki,11.5,1.0,9.98,9.98,1.152
0,Lisbonita 2023 kartonkitölkki,13.0,1.0,11.29,11.29,1.151
0,Topo White 2022 kartonkitölkki,11.5,1.0,9.99,9.99,1.151
0,Gold Dust Signature Red Blend 2024 hanapakkaus,13.0,3.0,33.89,11.297,1.151
0,É gòt Trebbiano Chardonnay 2024,11.5,3.0,29.99,9.997,1.15
0,Santa Cecilia Cabernet Sauvignon 2024,13.0,0.75,8.49,11.32,1.148
0,Gato Negro Cabernet Sauvignon 2023,13.0,0.75,8.49,11.32,1.148
0,Chill Out Syrah Rosé California 2023 hanapakkaus,13.0,3.0,33.99,11.33,1.147
0,Pata Negra Tempranillo Barrel Aged 2021 hanapakkaus,13.0,3.0,33.99,11.33,1.147
0,JP. Chenet Cabernet Syrah 2023 hanapakkaus,13.0,3.0,33.99,11.33,1.147
0,U/B Botane Albero Chardonnay kartonkitölkki,12.0,1.0,10.48,10.48,1.145
0,Pop Up Season Rosé kartonkitölkki,12.0,1.0,10.48,10.48,1.145
0,Lithuanian Vodka Classic muovipullo,37.5,0.5,16.38,32.76,1.145
0,Quinta do Espirito Santo Red 2021 hanapakkaus,14.5,3.0,37.99,12.663,1.145
0,Drostdy Hof Chenin Blanc hanapakkaus,12.0,3.0,31.49,10.497,1.143
0,Piqueras Black Label Syrah Monastrell 2019,14.0,0.75,9.19,12.253,1.143
0,Big Mouth Luscious White hanapakkaus,11.0,3.0,28.98,9.66,1.139
0,The Original M8 Sauvignon Blanc 2023 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Cape Original Shiraz Cabernet Sauvignon Organic 2023 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Ricossa Barbera Nebbiolo 2022 hanapakkaus,13.5,3.0,35.59,11.863,1.138
0,Aussie Great White Chardonnay kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Blossom Rosé 2024 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Piqueras Sauvignon Verdejo 2023 hanapakkaus,12.5,3.0,32.98,10.993,1.137
0,Inception Deep Layered Red 2023 hanapakkaus,13.5,3.0,35.69,11.897,1.135
0,Zensa Primitivo Organico 2022 hanapakkaus,14.0,3.0,36.99,12.33,1.135
0,Hope Grand Reserve 2023 hanapakkaus,14.0,3.0,36.99,12.33,1.135
0,Murviedro Eko Monastrell 2023,13.0,0.75,8.59,11.453,1.135
0,Wolf Blass Red Label Shiraz Merlot Durif 2021 hanapakkaus,14.0,3.0,36.99,12.33,1.135
0,LAB Reserva 2022 hanapakkaus,14.0,3.0,36.99,12.33,1.135
0,Santa Helena Varietal Cabernet Sauvignon 2023,13.0,0.75,8.59,11.453,1.135
0,Escapades Grande Reserve Shiraz Cabernet Sauvignon Pinotage 2024 hanapakkaus,14.0,3.0,36.99,12.33,1.135
0,Bardinet VSOP,36.0,0.7,22.20,31.714,1.135
0,Zensa Rosso Organico 2023 hanapakkaus,14.0,3.0,36.99,12.33,1.135
0,Casa Vinironia Appassimento kartonkitölkki,14.5,0.75,9.59,12.787,1.134
0,Courriere Napoleon Finest VSOP,36.0,0.7,22.24,31.771,1.133
0,Koskenkorva Viina 30% muovipullo,30.0,1.0,26.48,26.48,1.133
0,Espíritu de Chile Cabernet Carmenere Shiraz kartonkitölkki,13.0,1.0,11.48,11.48,1.132
0,Hehkuviini,22.0,0.75,14.58,19.44,1.132
0,Rhum Negrita Dark Signature,37.5,0.7,23.19,33.129,1.132
0,Chill Out Shiraz Cabernet Sauvignon Australia 2021 kartonkitölkki,14.5,0.75,9.61,12.813,1.132
0,Cerro Rosé kartonkitölkki,13.0,1.0,11.48,11.48,1.132
0,Casillero del Diablo Malbec 2023 hanapakkaus,13.0,3.0,34.49,11.497,1.131
0,Gato Negro Pinot Noir 2023 muovipullo,13.0,1.0,11.49,11.49,1.131
0,Tommolo Organic Montepulciano d'Abruzzo 2023 hanapakkaus,13.0,3.0,34.49,11.497,1.131
0,Luna Negra Merlot hanapakkaus,13.0,2.0,22.99,11.495,1.131
0,Santa Helena White Blend 2023 muovipullo,13.0,1.0,11.49,11.49,1.131
0,Caravan Red Route 2022 hanapakkaus,14.5,3.0,38.49,12.83,1.13
0,Koff Stallion tölkki,7.2,0.5,3.19,6.38,1.129
0,Hardys BIN 343 Cabernet Shiraz 2021,14.0,0.75,9.30,12.4,1.129
0,Leijona Viina,32.0,0.5,14.19,28.38,1.128
0,Katse Organic Tempranillo 2022 muovipullo,13.5,1.0,11.97,11.97,1.128
0,Hilly Red Cuvée 2019 muovipullo,13.5,1.0,11.98,11.98,1.127
0,Last Pineapple muovipullo,15.0,0.75,9.98,13.307,1.127
0,Last Mango muovipullo,15.0,0.75,9.98,13.307,1.127
0,Vadelma Väkevä Viini muovipullo,15.0,0.75,9.98,13.307,1.127
0,Lindeman's Bin 50 Shiraz 2022 hanapakkaus,13.5,3.0,35.98,11.993,1.126
0,Calitopia California Syrah 2023 hanapakkaus,12.0,3.0,31.98,10.66,1.126
0,Allesverloren Tinta Rose 2018,13.5,0.75,8.99,11.987,1.126
0,Los Molinos Airén-Verdejo,12.0,0.75,7.99,10.653,1.126
0,Footmark Smooth Red 2024,13.5,0.75,8.99,11.987,1.126
0,2u Duas Uvas 2023,13.5,0.75,8.99,11.987,1.126
0,Icono Cabernet Sauvignon 2022,13.5,0.75,8.99,11.987,1.126
0,Undurraga Gewürztraminer 2022,12.0,0.75,7.99,10.653,1.126
0,Roséndahl Pinot Noir Rosé 2023 hanapakkaus,12.5,3.0,33.30,11.1,1.126
0,Loyalty Vinho Tinto Portugal 2020 hanapakkaus,13.0,2.25,25.99,11.551,1.125
0,Barra Oak Bay Dark,37.5,0.7,23.40,33.429,1.122
0,LAB Best In Show Red 2023 hanapakkaus,14.0,2.0,24.98,12.49,1.121
0,Il Barone Rosso 2023 hanapakkaus,12.5,3.0,33.49,11.163,1.12
0,Highland Queen,40.0,0.7,24.99,35.7,1.12
0,Sam Barton 5 Years Old,40.0,0.7,24.99,35.7,1.12
0,Chill Out Chardonnay Australia 2024 hanapakkaus,12.5,3.0,33.49,11.163,1.12
0,Radio Boka Tempranillo hanapakkaus,13.0,3.0,34.90,11.633,1.118
0,Stony Cape Chenin Blanc 2022,12.5,0.75,8.39,11.187,1.117
0,Magic Ice Vodka,37.5,0.35,11.76,33.6,1.116
0,Suomi Viina muovipullo,32.0,0.35,10.04,28.686,1.116
0,Maison Bonjour Chardonnay,13.0,3.0,34.99,11.663,1.115
0,Viru Valge Vodka,40.0,0.7,25.14,35.914,1.114
0,La Viande Merlot kartonkitölkki,13.0,1.0,11.68,11.68,1.113
0,The Sugar Skull 2022 kartonkitölkki,11.0,1.0,9.89,9.89,1.112
0,Esbjaerg Vodka,40.0,0.7,25.19,35.986,1.112
0,Last Mandarin muovipullo,15.0,0.75,10.12,13.493,1.112
0,Beehive VSOP muovipullo,40.0,0.5,17.99,35.98,1.112
0,Stony Cape Chenin Blanc hanapakkaus,12.0,3.0,32.39,10.797,1.111
0,Montalto Rosso Passivento hanapakkaus,13.5,3.0,36.48,12.16,1.11
0,Dry Vodka muovipullo,40.0,0.7,25.29,36.129,1.107
0,Turtle Dreaming 2021 hanapakkaus,13.5,3.0,36.58,12.193,1.107
0,Luna Negra Chardonnay hanapakkaus,13.0,2.0,23.49,11.745,1.107
0,Felix Solis Peñasol Semidulce Tinto kartonkitölkki,10.5,1.0,9.49,9.49,1.106
0,Crazy Cat Shiraz hanapakkaus,12.5,3.0,33.89,11.297,1.106
0,This Is The Bomb Box,14.0,3.0,37.99,12.663,1.106
0,Curvos 2021 hanapakkaus,12.5,3.0,33.89,11.297,1.106
0,Raimat Abadía Cabernet Sauvignon Tempranillo Organic 2021 hanapakkaus,14.0,3.0,37.99,12.663,1.106
0,Farmers Market Organic Red,14.0,0.75,9.49,12.653,1.106
0,Felix Solis Peñasol Semidulce Blanco kartonkitölkki,10.5,1.0,9.49,9.49,1.106
0,Casa Santos Lima Fortíssimo 2020 hanapakkaus,14.0,3.0,37.99,12.663,1.106
0,Sangre de Toro Organic 2023 hanapakkaus,14.0,3.0,37.99,12.663,1.106
0,Bons Ventos 2023 hanapakkaus,12.5,3.0,33.89,11.297,1.106
0,Fuzzy Duck Sauvignon Blanc Colombard 2024 hanapakkaus,12.5,3.0,33.89,11.297,1.106
0,Koskenkorva Viina,38.0,0.5,17.19,34.38,1.105
0,Santa Cecilia Chardonnay 2024,12.5,0.75,8.49,11.32,1.104
0,Gato Negro Sauvignon Blanc 2024,12.5,0.75,8.49,11.32,1.104
0,Ron Cabana Blanco muovipullo,37.5,0.7,23.78,33.971,1.104
0,Gato Negro Chardonnay 2023,12.5,0.75,8.49,11.32,1.104
0,Rhum Negrita White Signature,37.5,0.7,23.79,33.986,1.103
0,KWV Chenin Blanc Muscat d'Alexandrie 2024 hanapakkaus,12.5,3.0,33.99,11.33,1.103
0,Karhu 4,4.6,5.94,24.84,4.182,1.1
0,Bella Notte Rosé 2024,11.0,3.0,29.99,9.997,1.1
0,Label 5 muovipullo,40.0,0.5,18.19,36.38,1.1
0,The Claymore,40.0,0.7,25.48,36.4,1.099
0,Kaatoryyppy muovipullo,32.0,0.35,10.19,29.114,1.099
0,Highland Reserve,40.0,0.7,25.48,36.4,1.099
0,Falernia Carménère Syrah Cabernet 2023 hanapakkaus,13.5,3.0,36.89,12.297,1.098
0,FlipFlop Californian White 2021 kartonkitölkki,11.5,1.0,10.48,10.48,1.097
0,Koskenkorva Spirit Drink Organic muovipullo,24.0,1.0,21.89,21.89,1.096
0,Scottish Leader,40.0,1.0,36.49,36.49,1.096
0,Gilbey's Gin,37.5,0.7,23.98,34.257,1.095
0,Sir Edward's Smoky,40.0,0.7,25.58,36.543,1.095
0,Costa Alicante Rosado 2023,13.0,0.75,8.90,11.867,1.095
0,Corona Finest Napoleon muovipullo,36.0,1.0,32.89,32.89,1.095
0,Merino Organic 2022 hanapakkaus,13.5,3.0,36.99,12.33,1.095
0,Quinta das Setencostas 2021 hanapakkaus,13.5,3.0,36.99,12.33,1.095
0,Cape Original Fruity & Tropical 2024 kartonkitölkki,12.0,1.0,10.98,10.98,1.093
0,Caballo de Mendoza,14.0,0.75,9.61,12.813,1.093
0,Vappu Organic Red 2021,14.0,0.75,9.61,12.813,1.093
0,Frisky Zebras Sensuous Sauvignon Blanc kartonkitölkki,12.0,1.0,10.98,10.98,1.093
0,FlipFlop Californian Red 2023 kartonkitölkki,12.0,1.0,10.98,10.98,1.093
0,Cramele Recas I Prefer Sauvignon Blanc 2023,12.0,3.0,32.98,10.993,1.092
0,Santa Helena Varietal Chardonnay 2023,12.5,0.75,8.59,11.453,1.091
0,Santa Helena Varietal Sauvignon Blanc 2023,12.5,0.75,8.59,11.453,1.091
0,Galitos Branco 2015 hanapakkaus,13.0,5.0,59.61,11.922,1.09
0,Highland Bird,40.0,0.7,25.69,36.7,1.09
0,Koskenkorva Mansikka-Mustaherukka muovipullo,30.0,0.5,13.78,27.56,1.089
0,Twiga Hill Red 2023 viinipussi,14.5,1.5,19.99,13.327,1.088
0,Big Game Malbec 2024 hanapakkaus,14.5,3.0,39.98,13.327,1.088
0,Tronnes Napoléon muovipullo,36.0,0.7,23.19,33.129,1.087
0,Espíritu de Chile Cabernet Carmenère hanapakkaus,12.5,3.0,34.49,11.497,1.087
0,Smooth Escape Riverland Shiraz Cabernet Sauvignon 2022 muovipullo,13.0,1.0,11.97,11.97,1.086
0,Footmark Pinotage 2024,13.0,0.75,8.98,11.973,1.086
0,Expedition Torrontés Chardonnay 2024 kartonkitölkki,13.0,1.0,11.98,11.98,1.085
0,Casillero del Diablo Devil's Carnaval Chardonnay,13.0,1.0,11.98,11.98,1.085
0,Sancrispino Sangiovese Organic,13.0,0.5,5.99,11.98,1.085
0,Fair & Square Red 2023 kartonkitölkki,13.0,1.0,11.98,11.98,1.085
0,Intimista Tinto,13.0,0.75,8.99,11.987,1.085
0,Santa Helena Cabernet Sauvignon 2023 kartonkitölkki,13.0,0.5,5.99,11.98,1.085
0,Camden Park Shiraz Petit Verdot Cabernet Sauvignon 2022 kartonkitölkki,13.0,1.0,11.98,11.98,1.085
0,Evergreen Syrah 2024 kartonkitölkki,13.0,0.5,5.99,11.98,1.085
0,Botter Pinot Bianco 2023,12.0,1.5,16.59,11.06,1.085
0,Santiago 1541 Syrah Cabernet Malbec 2022,13.0,0.75,8.99,11.987,1.085
0,Grand Sud Merlot 2022 muovipullo,13.0,1.0,11.99,11.99,1.084
0,Expedition Chardonnay 2024 muovipullo,13.0,1.0,11.99,11.99,1.084
0,Karjala tölkki,8.0,0.5,3.69,7.38,1.084
0,Lisa 1503 Rosso D'artista hanapakkaus,13.0,3.0,35.98,11.993,1.084
0,Kukko Tosi Tuima tölkki,9.5,0.5,4.39,8.78,1.082
0,Saunalahden Viina 27 % muovipullo,27.0,0.5,12.48,24.96,1.082
0,Puolustuslaitos Viinaa,40.0,0.5,18.49,36.98,1.082
0,Evergreen Touch of Nature Monastrell Organic 2023 muovipullo,13.5,1.0,12.49,12.49,1.081
0,Stumbras Vodka Rye,37.5,0.7,24.28,34.686,1.081
0,Expedition Cabernet Sauvignon 2023 kartonkitölkki,13.5,1.0,12.49,12.49,1.081
0,Bastion des Vents Carmenère 2023 kartonkitölkki,13.5,1.0,12.49,12.49,1.081
0,Juniper Gin muovipullo,37.5,0.7,24.29,34.7,1.081
0,Glen Scanlan muovipullo,40.0,0.7,25.90,37.0,1.081
0,Barahonda Carro Organic Monastrell hanapakkaus,13.5,3.0,37.49,12.497,1.08
0,Bardinet VSOP muovipullo,36.0,0.35,11.68,33.371,1.079
0,Propeller Dark Rum,37.5,0.5,17.39,34.78,1.078
0,Org De Rac Syrah 2023 kartonkitölkki,14.0,1.0,12.99,12.99,1.078
0,Koskenkorva Vodka 40 %,40.0,0.7,25.98,37.114,1.078
0,Chavin Bordeaux Rouge 2023 kartonkitölkki,14.0,1.0,12.99,12.99,1.078
0,Magyar Fehér Bor hanapakkaus,11.5,3.0,31.99,10.663,1.078
0,Vinistella Appassimento La Passione Organico 2022 hanapakkaus,14.0,3.0,38.98,12.993,1.078
0,Perdeberg SSR White tölkki,12.5,0.25,2.90,11.6,1.078
0,Obolon Strong tölkki,8.6,0.5,3.99,7.98,1.078
0,Obolon Strong 4-pack tölkki,8.6,2.0,15.96,7.98,1.078
0,Label 5,40.0,0.7,25.99,37.129,1.077
0,Scottish Leader muovipullo,40.0,0.5,18.63,37.26,1.074
0,Urmeneta Merlot 2023,13.0,0.75,9.09,12.12,1.073
0,Frontera Cabernet Sauvignon 2023,12.0,0.75,8.39,11.187,1.073
0,Borsari Appassimento 2022 kartonkitölkki,15.0,1.0,13.98,13.98,1.073
0,Pearly Bay Dry White,12.0,0.75,8.39,11.187,1.073
0,Frontera Chardonnay 2024,12.0,0.75,8.39,11.187,1.073
0,Viña Maipo Cabernet Sauvignon 2023,12.0,0.75,8.39,11.187,1.073
0,Atlântico 2023 muovipullo,13.5,1.0,12.59,12.59,1.072
0,Finsbury London Dry Gin,37.5,0.7,24.49,34.986,1.072
0,Finsbury Wild Strawberry,37.5,0.7,24.49,34.986,1.072
0,Buen Chico Tinto 2021,15.0,0.75,10.50,14.0,1.071
0,Two Oceans Fresh & Fruity White 2024 hanapakkaus,12.0,3.0,33.68,11.227,1.069
0,Lahofer Veltlínské Zelené 2018,12.0,0.75,8.43,11.24,1.068
0,Mouse & Elephant Bobal Tempranillo 2024,12.5,0.75,8.78,11.707,1.068
0,Baltic Light muovipullo,37.5,0.7,24.59,35.129,1.067
0,Castillo Montroy Reserva 2020,13.5,0.75,9.49,12.653,1.067
0,Graffigna Elixio Cabernet Sauvignon 2023,13.5,0.75,9.49,12.653,1.067
0,Asio Otus Rosso hanapakkaus,13.0,3.0,36.58,12.193,1.066
0,2U Duas Uvas Red 2022 viinipussi,13.5,1.5,18.99,12.66,1.066
